Ciezar;Ceny;Pojemnosc
[13  9 39 47 10];[ 2 13 13  1 12];92
[49 47 11 17 31];[14 15  8 16  4];27
[27 41  1 41 45];[ 2 11 12  3 17];52
[22 16 11  7 34];[ 4  8 19  5 16];58
[43 11 36 23 32];[ 9 14  9  2  4];22
[20 14 44 34 34];[18 14 18  2 15];27
[45 21 12 14  6];[ 6  1  8 18  8];28
[49 18 19 26 18];[ 6 11  6  9 18];17
[38 24 25 22 35];[14  7 13 18  4];53
[18 17 14 20 11];[16 16  8 11 11];59
[45 42 18 33  8];[12  2 10 12  3];41
[28 33 23 21 37];[10  8  3  1  8];43
[39  5 37 12 27];[11  4 17 14 12];29
[33 48 26 41 13];[ 1 17 13 14  6];87
[14 11 10 21 34];[16 15  4 10 12];21
[47 43 41 29 48];[ 1  9  8 14 13];24
[ 5 10 41 12 38];[17 15 17 19 13];75
[ 9 28 48 26 29];[ 5 11  4 10 10];96
[36 13  7  7 33];[ 3 17 19 14  9];93
[23 34 36  3  6];[ 9 19 19 19  6];83
[37  9 33 48 37];[ 5  1  4 17 17];42
[ 5 44  8 13 20];[ 1 15  6 17  2];19
[12  7 37 36 14];[15  8  7 10 12];97
[24 14 24  6 12];[ 2 18 12  3 19];47
[25 14 24 31 44];[10 14 15 19 15];37
[ 1 34 40 43 31];[10  3 16  7  9];24
[44 21 25 47 12];[17 13 11  5  3];21
[22 34 23 19 44];[ 9 12  7  4  4];17
[ 7 34 35 30 20];[ 6 15 18 14 15];56
[41 38 41 16 42];[13 13 10 12 11];24
[24 18 12  8 47];[ 5 10  5 16  8];96
[30  2  8 32 45];[ 2 17  2  6  5];97
[ 7 46 39 46  5];[14 16 10  5 19];78
[ 8  6 15 36 46];[ 3  2  9 13  8];61
[33 46 25 24 37];[ 5 16  3  3  2];64
[42  8 38 47  2];[ 7  3  7 10  3];53
[ 6 13  3 22  2];[19 12 14 19  8];66
[ 3 11 31 49  5];[17  4 14 10  3];36
[27 13 34 11 19];[15  8  7  4 14];82
[40 29 12 19 34];[ 3  7 12  1 15];37
[12  5 49 44 23];[ 8  4 12 11 12];91
[ 5  5 25 43 36];[ 4 12 19  3  8];92
[13 10 40  9 37];[ 3  5  1 18 18];76
[35 42 25 22 36];[14 16 12 13  1];70
[25 38 29 23 44];[19  2 11  5 17];34
[38  7 17 10  1];[ 7  2  8  7 17];21
[36 11 12 28 12];[ 4  6  9 18  2];35
[16 47 21 27 35];[ 3  4  6 16 16];35
[33 41 31 37 44];[18 13 11  1 16];48
[ 3 18 39 19 23];[ 1 17 10  4 12];52
[ 3 39 30 33  5];[ 3  8  3  6 18];69
[15 17 30 28 11];[ 6 11  6 19 16];90
[ 3 16  9  6 33];[ 3 16 12 17  2];95
[29 41 27  9 37];[12 11 17 16 16];46
[14  2  4 28 35];[11 11 19 13 16];44
[ 2 35 31 40 48];[ 8 19  5  8 18];88
[37 24 18 12 36];[ 6 17 13  6 17];21
[ 9 36 20 18 23];[16  7  3 11 16];87
[ 1 26 47 47 23];[ 8 18  4 15  6];78
[13 47 39 28 29];[ 6 14  4 10 14];85
[43 13  2 48 20];[ 4 12  5 18 18];61
[49 32 26 11 19];[12 12  8  2  6];51
[21 29 28 18 30];[ 7 18 11 15 14];88
[ 9 37  7 12 32];[ 1  6  9 12  9];95
[ 7 21 21  4 38];[16 12 19  7  8];86
[ 9 29  6 19 41];[13  2  5 12 16];61
[33 45  7 30 38];[10  7 12  2 10];94
[25 17 42 45  4];[ 7  7  4 12  8];92
[40 10 12 17 35];[ 3 17 14 11 10];52
[40 39 20 20 20];[15  6  4 12 14];95
[ 4 43  7 11  6];[ 3 12 11 18 17];50
[ 5 18 11 44 36];[17 11 15  5  8];31
[ 6  8 24 36 21];[14 11 13  1  6];32
[18 30 44 47 24];[ 7 11 15  3  9];83
[ 3 27 29 38 21];[ 6  9 11  2 12];33
[ 9 30 19 16 41];[10  2 19 14 17];17
[18 26  8 29 28];[15 14  9 19  9];25
[37  6 19 22 14];[17 11 12 17 13];41
[18  2 43 45 29];[16 17  4  4 18];35
[40 34 11 20 17];[19  2  9  6 18];40
[ 5 49 17 49 22];[12 12  9  2 10];66
[24  4  2 48 29];[10 16 15 18  6];63
[11 23 18  4  3];[14  2 13 11  7];95
[45 10 41 31  1];[15  6  2 15  1];90
[42 33  9  7  5];[17  6  2 13  2];26
[45  5 39 39 49];[ 1 14  9 10  8];81
[10 39 37 32 28];[ 3  8  5 12  9];43
[41 31 37 15 12];[ 4  8 11 14  7];41
[22 42 48  1 25];[15 18 15 17 19];74
[42 48 23 14 16];[14  5 10  2  7];72
[24 30 27 45 40];[10  8 16  6 11];57
[18 16 26 10 18];[19  9  7  2  9];57
[14  5 40 35 14];[18  2  8 17 14];16
[19 36 45  8 29];[ 9  3 10 16  3];67
[23 39 21 46 47];[ 5  5 18  2 12];28
[ 6 26  4 14 40];[ 3 15  7 17  9];44
[10  5 37 43 30];[13 18 15  4  7];36
[23 36 44 35 24];[18  4  9  8  2];94
[47 17  6 24  7];[ 8  4  2 11  3];53
[38 45 40 26 34];[16 15 19  9 10];15
[11 30 34 37 30];[11  7 14 14 16];64
[13 41 33 39 36];[ 1 16  5  9 16];59
[ 4  2 24 19 47];[ 9 14  1  7 12];99
[26  7 19 27  2];[ 8  2 18 13 15];48
[28  4  4 42  3];[11  8  2  5  3];26
[ 4  3 31 43 27];[18 18 18 18  3];24
[39 31 14 43 26];[18 12 12 11 16];50
[22 29 38 40 45];[ 4 10  7 19  2];57
[28 19 12  7 18];[ 6 10 18  9 11];72
[15 32 18 11 11];[16 10 14 16 19];27
[18 15 36  7  1];[ 5  7  8  4 15];69
[30 13 34  4  5];[11 17 15  4  9];15
[21 18 25 49 49];[ 4  9  2 17  3];89
[46  4  5 21 11];[ 9  8  2 10  8];54
[20 35 16 41  8];[ 9 15  2 14  4];17
[21 15 43 27 29];[ 6  9 16 10  6];91
[25 44 38 17  8];[ 6  1  8 10 10];98
[17 10 49 16 13];[ 1  6  5 16 18];87
[30 35 33 12 30];[ 2  2 10 13  4];38
[29 34 25 45  3];[ 4  5 12  1 12];20
[37 30 14 11 23];[ 5 15  1  8 16];28
[22 10 47 48  4];[17  1 11 10 10];55
[35 13 19  5  8];[ 9  9  7 10 12];20
[23 39  2 49 45];[13  4  7 17  7];79
[40 15 29  9 40];[ 7 16  7 16  6];27
[36 38 31 27 26];[ 1 19 17  9  9];65
[ 4 10 13 28 27];[15  3 12 11  8];99
[35 33 47 43 14];[12 11  5 14  3];56
[11 42 46  2  9];[8 2 1 4 3];66
[32 43 12 33 32];[ 2 14  8 17 14];40
[16  8 27  9 42];[13 10  1  3 10];58
[ 8 42  4 27 40];[ 2  2 15 16  4];26
[26 38 36 29 21];[16  9  5  9  9];61
[33 10  5 41  9];[ 9 15 17  3 13];47
[39 10 15 29 41];[13 17 14 11 10];25
[20 13 42 43 44];[ 2 14 15  1  2];41
[ 4 49  1 39 23];[ 8 18 13  2 12];95
[33  4  6 47 20];[19  1 10 13  1];43
[ 4 46 16 33 31];[12 11 10 15 13];46
[20  5 33  1 36];[11 12 13  7  1];95
[47 29 39 26  6];[15  3 11 13 12];31
[34 16 15 16 28];[19  6 15 11 12];91
[40 18  3 18  5];[ 4  8  9 18  8];38
[18  1 28 38 39];[5 5 8 2 3];46
[ 2 15 38 23  5];[ 3 17 13  6  9];53
[47 20 47 30  1];[13  2  3  8  9];42
[44 15 33 45  2];[12 10 11 15 11];85
[12 26 24 41  5];[14 12 13 14  7];30
[30 19  2 10  9];[ 7  9  7  4 16];37
[46 43  1 44 43];[ 6 12  4 14 15];50
[15  5 20 39 41];[18 14  3 16 12];58
[40 37 45 42 33];[ 2  1 12 18 11];79
[32 31 15 46 40];[13 18  5 16  3];85
[24 20 10 24  1];[14 15  8 11 14];71
[31  9 16  7  5];[ 5  2  2 18 14];35
[36  1 30 31 28];[ 8 13 12  2 19];21
[23  8 20 27 26];[ 2 15 19  1 17];41
[44 36 43 10 41];[ 2 14 11 16  5];77
[23 15 39  6 19];[ 7 14  2  1 13];76
[ 2 15 48 16 10];[16 15 11  4 10];19
[30 10  1 37 24];[ 9  8  2 11  3];88
[10 33 12 22 35];[11  1  9 16 13];40
[26 36 39 17 42];[ 5  6 15  3  5];46
[44 29 37 45 43];[13  1 13 16 19];83
[49  1  3  8 18];[13  8  8 15  8];94
[22  4 42 14 25];[ 1 12  1  2  7];30
[19 34 13 31 34];[ 8  4 19  9 15];67
[11 20 20 13 18];[ 5  8 10 10  4];32
[ 4 20 40 15 41];[10  3 14  8 19];39
[35 37 33  3 40];[11  2 11  7  8];62
[ 3 13  8 28 15];[12 16 14 12  3];65
[38 14  1 38  1];[2 8 2 7 9];25
[31 29  8 17 44];[ 6 13  8  6  9];38
[29  5 44 20  7];[ 8  7 11 10  9];89
[38 35 21 25 34];[10 13  6  4 15];46
[38 17 41 46 38];[15  9 13 10 12];42
[39 20 17 19  2];[ 1 13  3 10  8];50
[25 19 34 33  8];[12 11 16  5  9];38
[25 42 10 18 26];[19 14 17  4 12];75
[14 29  8 45 43];[10 12 13 18 19];56
[23 14  5 14  1];[ 4 13  8  3 17];93
[38 37 42 32 28];[18  7 16  2  7];55
[38 42 30 43 41];[ 5  2  3 13  5];84
[ 4 40 22 14  1];[ 1 11  5  9 13];38
[15 11 27 14  2];[15 12  2 16  7];53
[ 2 35  6 28 31];[ 9 10  6 12  4];38
[12 24 48 48 42];[ 1 14  2  7  3];91
[33 45 26 42 13];[ 3 12  4  6 11];48
[23 30 37  6 29];[10 17 10  2 10];78
[10 22  8 32 10];[10 16 14 13  6];45
[13 14  2 30  3];[15  3 16 13 14];28
[32 46 34 16 11];[ 8 11  3  9  5];69
[12 11 11 32 17];[13 11 17 10 16];65
[20  9 20 26  4];[ 3 10  7 18 19];68
[28 31  7  2 22];[ 4 14  7 19 15];53
[32 41 48 45 13];[ 6 11  1  3 18];51
[41 44 20 27 16];[ 9 15 19 11 17];44
[14 18 43 20 46];[ 1 12  7 15 10];68
[35 21 23 42 28];[15  1  7 13 11];96
[ 9 29 25 12 16];[ 4 18 17 19 11];57
[38 19 35 34 24];[ 1  2 10  8  6];19
[35  9 18 44  8];[18 10  4 17 14];75
[20 38 15 27  4];[16 11 19  9  5];15
[34 25 31 33 25];[10  7  7 10  6];72
[13 17  7  8 13];[15  6 12 13  5];83
[17 17 40 46 43];[ 3  8 19  4  7];35
[ 7 16  1 23  6];[ 2 14  3 19  4];73
[30 20  4 22  5];[ 3  2 16 19 10];67
[ 9 14 17 13 46];[ 9 12 14  8 12];88
[24 36 10 16 32];[15 18 18  3  2];59
[46 29 18  5 18];[10  4 12 19  6];15
[19 17 39 19 42];[11  5  4  5  6];59
[10 18  8 24 47];[19 17  6  1 17];53
[ 1 34 13 30 27];[18 11 15  2  5];69
[34 18 24 20 41];[17  3 17 11 10];52
[10 28 40  3  6];[ 2  6  5  1 10];67
[12 32  8 24  7];[17  2  5  6  9];85
[18 47  9 42  2];[12  6 13 11 16];81
[45 41  2  2 48];[ 5  7  3  7 15];47
[41  7 25 25 22];[ 8  7  1  3 17];21
[14 41 29 44 13];[12 19 11 13  3];17
[25 13 33 13 47];[ 2 11  5  1  7];48
[ 9  7 17 28 20];[18 19 11 11  5];22
[37  6 12 27 35];[ 7 18 12 19  6];94
[11 14 42 34 47];[7 2 4 5 9];19
[32 44 43 27 11];[16  2 10  7 11];60
[23 11 13 18  8];[ 5  3  8  5 12];91
[32  9 48 12 35];[ 6  5  2 13 14];32
[38 32 19 10  1];[13  8 16 13 11];70
[27  2 17  5 33];[19  2 16 10 16];69
[ 6 34 35 25 37];[ 3 13  3 12 12];58
[44 47 42  5 42];[ 1 14  9  3  3];96
[12 15 42 23 24];[19 18  9  5  9];53
[32 34 25 12 20];[ 8 11 14  9 11];74
[21 36  2 32 41];[16 17 17  8  3];50
[44 28 38  2 16];[ 2 13  6  1 16];35
[16 30 24 36  1];[16 15 17  8  3];25
[44 48  8 43 25];[ 2 10  7 13 14];22
[43  2 23 22  5];[ 2 14  1  2 13];87
[24  1 12 14 38];[13 13  2 16  9];76
[34 35 19  8 44];[15  5 19 18  6];83
[25 48 40 21  7];[18 11 10 16  2];87
[ 5 20 41 19 39];[13 18  5  5 19];42
[34 44 12 22 18];[18 11 19  7  3];54
[45 44  3 21 38];[19  4  1 10  1];37
[40 23 47 10 40];[13  3  2 15 15];79
[33  2 14 21  7];[19 12  5  8  9];21
[42 37  4 14 41];[ 6  8 15  5  1];91
[30  4 24  7 41];[ 8  2  7 13 11];44
[ 5 38 19 34 23];[17  9 15 17 10];45
[35 44 40 12  1];[ 8  7  5 11  3];24
[ 1 13 41  5 20];[ 6  5 17  7 15];53
[19  5 47 33  8];[13  6  1  8  9];17
[46 43 19 17 13];[12 12  4  9  6];20
[44 41 48 33 40];[ 6 18  2 11  9];80
[13 16 25 42 47];[13  4 11 13  3];31
[12 41 38 48 10];[12 15 14 13 11];58
[ 4 31 34 37 33];[12  1 14 16 14];80
[ 1 18 47  8 17];[7 7 9 7 7];46
[30  4 26 42 37];[ 3  9 16  3 17];53
[17  4 48 41 38];[16  2 15 18  6];83
[19  7 40 12 28];[10  5  9 15  2];89
[49 29 13 45 16];[ 7 15 16  2 11];18
[37 43 29  9 11];[14 15 12 18  6];76
[ 8  2 24 38 34];[16  3 18  8  6];87
[47 43 18 30 22];[18 13 14  7 18];71
[46 41 35 23 13];[ 6  2 13  5  2];82
[29  2 43 14 39];[ 5  9  8 18  6];49
[48 20 45  5 37];[ 7 13  7 11  2];58
[38 28  1 32 11];[13  1 12  8 12];29
[ 9 14 24 37 25];[14  7 18  4 13];77
[34  7 31 20  3];[17  8  7  2 16];27
[41 41 29  6 21];[18 16 14 14 13];97
[18 47 41 23  2];[13 17  5 14 15];63
[ 8 22 38 35 29];[18  1  5 19  9];48
[40 44 48 21 42];[ 6 13 12 11  4];98
[32 16 33 32 33];[19 18  5 16  7];24
[ 4 31 28 22 28];[11 11  7 10 17];64
[13 15 17 21  1];[ 7  9 15 18 11];15
[31 48 37 27 43];[15  6  8  7 15];42
[25 44 24 19 26];[ 9  1 15  3  5];36
[43 33 27  5 41];[ 9 18 14  6 11];29
[ 8 22 27 11 37];[17  2 11 17  6];74
[27 24 34 35 37];[ 6 14 12  9 13];30
[35 46 41  7 17];[15 18 16  7 16];84
[13 28 12  8  6];[ 7 15 11 11  3];74
[23 22 47 16 23];[ 3 18  6 13 19];62
[12 41 36  3 28];[ 9  2 13  5  8];61
[29 47 28 30 43];[13  2 16  4  9];34
[ 3  7 43 37 21];[11 12 14 19  6];60
[ 3 28  8 33 46];[ 5  3  6 15 15];64
[43 33 31 33 38];[ 6 17  6 13 16];32
[21 11 35 14 38];[ 9 13  1  8  9];45
[46 33 16 36  4];[ 4  9  9 19 12];62
[ 5 33 18 36  2];[14  3  4 19  5];55
[ 1  7 34 14 49];[ 4 13  5 18 16];23
[30 34 22  9 31];[ 2 10 12 11 16];37
[20 17 40 11 25];[14 11 16  8  1];65
[15 40  3 44 33];[ 4 19 15  6 14];77
[32 12 40 40 37];[ 8 16  7 15  2];79
[41 34  4 33  4];[ 6 18  4  9 15];99
[41 16 49  8 43];[12  9 10 13  1];65
[19 34 16 38 35];[18  8  4  2  7];87
[43  7  6  4 30];[10 14 19 15 12];73
[45  9 16 31 38];[ 5 15 17 13  1];16
[ 2 40 26 20  3];[ 1  7  9  8 12];65
[22  3 33 38 12];[ 8 15 15  9 19];52
[38 47 20 24 31];[16 18  4  2  6];56
[ 1 49 40 24 30];[11 17  5  4 11];18
[40 49 33 37  8];[ 6  3 11  3 11];22
[48 16 23  9 42];[ 7 12 11  2 10];64
[31 39 37  9 35];[ 7  6  2 13 13];88
[22 20 41 10 22];[17  3 13 18 10];67
[39 29 47 49  9];[18  8 12 18 17];84
[ 3 35 30 14 16];[ 3 12  5 16  8];84
[17 20 42  1 29];[12  8 11  2 18];52
[15 12 38  3  5];[11  3  9 10 17];35
[25  5 22 26 12];[15 15 17 12  5];20
[ 4 12 34 14 18];[14  2  8  6 11];57
[45 38 26 33  6];[ 5  6 10  3  6];73
[31  8  7 22 19];[ 7 12  4  1 19];68
[45  7 46 30 35];[ 6  2 15 15 19];99
[ 6 47 12 24 20];[8 7 4 8 7];62
[10 42 36 13 46];[12  5 10 18 15];62
[44 34 47  9 43];[13  3  5 10  4];78
[13  6  5 29 21];[11 16 14  1 17];25
[42 12 33 12 13];[ 7 12  1  2  3];77
[22 45  1 30 48];[11  5 14 16  4];99
[49 22  4  5 17];[10 14 10 16  5];67
[42  7 44  7 10];[ 6 13  6  1 13];17
[32 13 10 47 22];[ 6 16  9  9  7];98
[ 3  7 26 10 48];[16  7 11 15  6];51
[25 10 36 20 26];[ 5 18 10 19 16];40
[33 46 24 37 11];[14  2 15  8  9];94
[ 1 25 45 12 34];[ 9 18 12 17  4];68
[ 1 47 12  8 18];[12 12 19 19 18];30
[36 24 18 45 17];[ 6 10  3 10  9];53
[42 12 27  2  1];[19  9  8  1  3];19
[23 26 41 29 15];[17  7  7  1 17];25
[23  9 22 38 30];[ 2 17 10  5 11];56
[19 21 41 48  8];[17  6 12 12  7];99
[23 37 37 18 23];[ 3 13 17  7 11];24
[46 10 34  6 45];[ 6 18  4 15 12];92
[10 41 32 15 16];[ 3 10  2 14 17];28
[16 29 28 19 34];[15 10 14 19  7];37
[12 44  2 38 32];[ 5 14  3 19 13];54
[ 3 13 38 29 28];[ 1  1  5 11  6];62
[ 9 26 36 19  7];[ 2  5 19 13  2];45
[34 40 47  9  9];[15  4 19 17 18];42
[11 41 30 11 46];[ 2  6 13  5 16];55
[44  5  1 45 12];[18 17 15 16  9];42
[32 22 17 13  8];[ 8 13 14  5 12];59
[13  3 48 26 44];[11 12 13  9 12];80
[40 11  7 34 37];[ 6 15 13 13 18];52
[40 31 24 29 45];[16 19  1 11 14];46
[36 45 46 49  8];[17  1  9 16 13];78
[ 1  9 35 14 40];[ 2 13  1  5  4];56
[35 27 10 38 10];[17  3  7  6 19];86
[42 13 47 11 30];[11 10  7 16 12];89
[43 11 45 38 43];[ 5  6 14  6  9];98
[ 5 30  1 15 23];[17 18  5  4 10];18
[ 5 22 31 26 22];[ 5 13 18 14 18];19
[49 48 24 44 25];[ 5 16 19  9 19];50
[ 3 21 29 21 44];[9 2 7 7 8];42
[45 14 20  2 31];[17  8  4 11  6];97
[44 23  1 26 14];[10 12 14 13 10];90
[ 1  3 18 14 18];[ 6  2 17  2 19];63
[ 8  5 19  5  1];[ 2  2  7 12  5];41
[ 2 42 37  9 42];[15  8 17 13 17];37
[15 35 38 22  2];[15  8 14  4 16];25
[39 48  9 49 49];[15 10  3  4  9];61
[17 45  2  1 27];[18  2 13 12  7];72
[44 25 42 37  5];[17  1  7 19 13];42
[12 22 33 11  2];[15  4  8 14 12];22
[43  5 29 28 13];[15 14  3  2 18];77
[48 36 39 32 14];[15 14 12  5 17];33
[25 29 37 31 38];[ 4 10 11  1 14];92
[ 6  5 31 35 23];[16 19 14 13 16];90
[ 7 23 20  1 40];[ 7 12 14 17 13];66
[34  9 21  3 14];[ 7 12 11  1 13];20
[15 31  6 12  6];[11 17 19  1 14];98
[ 7 42 11 14 40];[ 3  8 18  7  3];41
[46  3 14  2 37];[ 3 11 14 13  4];60
[38 45 31 41 45];[ 6  3  9  4 14];24
[23 28 16 27 15];[ 5 11 10 11 19];35
[49 19 22 47  8];[18 13  5 16 13];49
[29 11 40 47 44];[13  7 13 15  2];35
[19 10 13 44  4];[10  7 13  9  9];97
[12 27 38 48  1];[ 9  4 17  5 13];99
[20 19 31 35 40];[ 8  5 13 10  2];84
[41  3  8 29  9];[13 11 17 11 10];73
[36 31  4 36 34];[18 11  9  2 17];65
[45 21 14 15 30];[17 11  3 10 18];15
[22  4 43 46 16];[ 7 11 14  5 19];19
[19 37 47 42 42];[ 3  4  6 14 11];75
[45 17 15 25  9];[ 6  9 18  5 10];91
[10 30 32 23 32];[12 19 12  9 11];35
[35 26 32 39 11];[18  5  7 18 19];30
[43 19 40 38 38];[ 5  4 16  7  6];61
[35 33 26  7 37];[ 4 12 10 10  2];87
[36  1  1 30 38];[ 7  6 11  7  2];80
[ 6 17  1  8 14];[18  7  2  9 15];73
[32 19 30 19 29];[18 12 12  6  1];53
[34 28 12 19 29];[12 14 18  4  9];47
[48  7 42 14 12];[10 12 17 14  5];29
[ 5 36 24 26 31];[10  6  7 17 12];99
[ 4 26  2 35 26];[12 17 13  2  1];16
[34 38 23  4 29];[13 15  5 16 15];94
[ 2 15  7 18 28];[ 1 19  2 19 11];77
[10 43 24 37  2];[ 6  3 15 18  2];60
[46 43 35 26 31];[18 17 10  7  6];99
[28 47 32 11 47];[12 15 17  4 16];99
[42 44 22 30 24];[10 16 10  8  2];77
[ 4  2 42  6 49];[ 9  3  1 13 10];29
[ 2 13 37 31 40];[15  3 13 11  2];66
[29 48 29 30 41];[ 8  3 10  9 18];54
[23  7  4 23 42];[14  2 19 16  9];39
[42 41 22 23  8];[ 4 14  2  2 11];73
[44  4 38 22 43];[ 5 10  5 18  8];49
[26  5 19 29 32];[ 2  2 11  3 12];66
[47 28 48 12  5];[12 14 15 18  9];96
[ 7 20 37  1 18];[ 7  8 19 11  1];87
[33 48 31 20 38];[ 4  8  3  5 15];79
[34 24 38 23 15];[3 4 9 9 5];57
[29 37 11 28  9];[19 18 19 13 10];66
[15 38 47 12  8];[ 1  8 14 10 10];38
[34 18 49 42 43];[14  6 15 17 15];57
[ 9 48  3 19 27];[17  1 16  9  2];46
[11 21 18 21 16];[18 19 11  2 15];82
[30 28 32 35 36];[ 2  2 17 18 17];82
[30 19 22  1 43];[13  2  5 17 19];86
[37 45 41 39 12];[19  2  9  1  9];18
[28 23 11 10 30];[15  6 13  5 16];68
[15 21 15 39 17];[19  5 19  5 14];67
[20 24 24 42 38];[14  7 14 16  3];43
[46  5  4  7 43];[19 14  4  5 14];64
[37  7 22 33 14];[12 15 10 18 14];33
[20  7 35  8 32];[ 7 10 11 11  6];79
[43 20  8 39 13];[5 7 2 3 3];37
[39 18 47 27 21];[19  7  3 13  2];36
[22 38 19 31 24];[ 3  4  2  1 14];23
[32 32 47 42  4];[13 13  7 13 16];91
[13 21 17 32 20];[ 9 13 18  2  3];88
[24 29 22 48 17];[16  8 11 10 13];77
[12 23 20 18 32];[11  4  2  6 10];88
[38 37 18 15 11];[ 5 15 14 19  1];28
[44  7 46 41 33];[10  7 11  3 16];52
[ 6 31 38 12 24];[ 4 12  2  2 18];73
[ 6  9 23 14 26];[ 6  9 12 18 19];55
[21 26 33 31 33];[ 1 10  5 10  9];68
[44 39 23  3  4];[ 1  4  2 15 11];98
[35 44 32 44  8];[16 11  6 18 16];57
[33 31 13 27 22];[ 4  4 13 18  6];64
[39 40 35 24 13];[19 19  2  5  2];78
[36 31 36 22 44];[ 2  9  6  2 14];32
[28 34  6 11 30];[16 18  1 15 19];42
[ 2 36 24 47 31];[18  8 17 12  8];50
[33 10 10 41  9];[17 18 14  1 12];68
[ 3 46 47 16 38];[ 3  3 14 17 11];39
[ 6 38 15 32 12];[17 16 18 19 17];97
[20 18  5 31 10];[18  4  7 15 18];56
[ 8 18 27 23  8];[19  3 18  8 14];35
[37 45 15 28  5];[ 2 16  6  7  1];91
[ 1 18  8 22 27];[13  3 14 11  9];61
[30 13 15 39 34];[ 7 15 19 15  7];31
[ 3 29  5 33 31];[11 14 18  1 10];54
[28 41 39  9 39];[ 4 10  3 16 15];76
[42  5 36 32 27];[ 4  6  5 14 19];20
[31 31 37 27 45];[ 5 17  1  5 15];76
[12 49 30  1 17];[17  3  1  8 18];47
[19 46 18  7 49];[ 6 17  3  4 17];31
[14  3 26 45 12];[ 6 12 16 19  5];39
[27 37  6 30 34];[ 7 14 16  9  5];76
[ 8 12 31 18 45];[19  9 13  4  6];75
[ 7  1  6 17 12];[15  6 15 16 11];19
[ 2  4 13  8 49];[19  5 10  9  4];74
[ 9 12 45 21  1];[4 2 2 1 7];29
[ 2 30 33 23 48];[17 13 16  9 10];77
[41 32 45 13 42];[11  2  9 15  8];47
[34 36 33  1 16];[16 18 17 11  3];39
[32 21 48 13 46];[ 8 19 10  2 11];37
[46  4 31 19 25];[ 1 10  8 18  4];46
[31 26 35 16 33];[11  9  1 13  2];39
[48 15 42 14 17];[15  6 19 14 15];51
[40 18 48 42 38];[ 3 17  6  2 16];56
[32 47 12 28 44];[16  1  1 13  9];63
[18 32  5 48 18];[14 17  5  7  2];81
[21 43 36  8 13];[16 10  7 11  4];27
[17 34 36 46 36];[19  5  7 14  8];64
[10 43 10 40 26];[7 8 2 8 9];79
[36  8 35 18 18];[16  2 11 13 11];34
[ 4  3 49 11 38];[ 2 17  6 15 11];55
[ 3 40 36  8 36];[ 7  2 13  1 11];55
[ 3 16 48 23 49];[17 19 11  4  2];68
[15 49 33  9 27];[ 4  4 16 10 18];72
[26 38 19 37  8];[17  2 19 17 13];66
[13 34 22 35 19];[ 8  3 19 18  6];83
[42 16 21 45  3];[11  8  1 14  6];43
[49 47 49 31 13];[14  9  3 15  8];79
[ 3 37 42  5 36];[ 9 19  8 14  7];42
[25 36 49 35 49];[ 9  3 15 15  1];28
[32 10  5 12 33];[18 10  6 16  9];27
[23 35 30 30 24];[15 13  7 13 10];58
[14 13 12 32  5];[ 9  6 18  9  3];72
[39 10 21 25 28];[ 2 11 17 18  6];22
[46 33 13 45 49];[15 19 19 16  8];22
[13 30 32  6 39];[ 1 13 14 14  2];70
[49 15  7 19 30];[12  8 19  5  8];80
[18 10 18 49 30];[ 3  9 18 11 15];71
[29 22 25 23 12];[10  7  4  7 17];85
[12 29 18 11 43];[ 4 10  7 12 17];57
[ 3 33 41 15 46];[16 13 16  1 17];70
[34 37 19 17 13];[10  2  1 11 16];56
[35  9 25 15 14];[ 8 10  8 15 18];76
[34 28  5 14 30];[ 7  2 14  3  9];77
[33 16 22 19 31];[ 3 17 17 12  8];44
[20 11 45  8 17];[15  5  5 16 16];89
[15 39 29 17 20];[ 5  8 19 13 12];58
[43 21 10 41 41];[17  1 14 17 16];19
[40 25  4 45  3];[14  6  9 11 14];39
[23 27 40 37  5];[ 4  3 15 17  4];24
[23 34 13 19 37];[ 6  1 14 13 13];20
[ 1 21 48 46 20];[ 9 18  6 16 11];85
[17 10  3 41 49];[ 1 19  3 16 14];77
[39  7 28 40 47];[15  9  4  9  8];19
[32 46 15  3 40];[10 18  9  4 13];34
[41 41 36 49 31];[17 18 18 17 10];79
[39 12 49 12  8];[17 17  1  8 12];17
[13  9 18 36 36];[ 7 18 10 14  4];98
[41 19 34 13 20];[14 16 11  7  9];88
[ 9 31 19 42 14];[13  2 10  2 15];18
[38 19 22 41 27];[ 9  9  1 19 10];84
[35 41 34 10  1];[17 16 11  3  9];79
[40 13 34  7  1];[14  5  7  2  6];59
[41 23  4 16  3];[ 5 17  9 17  8];70
[26 14 37 38  6];[11 17  3  4  3];93
[ 2  9 39  2 49];[10 14 16  9 16];37
[37 22 42 44 10];[ 3 13 15  1 12];49
[21 28 32 18 23];[ 9 15  3 15  2];61
[35 10 36  4 43];[10 17  1 14  2];41
[28 14 15  2 46];[10 14 14 19 10];75
[ 2 23 10 18 35];[ 3  6  9  7 13];95
[20  6 39 48 18];[12  2  4 11 18];92
[ 9  4 37  4 36];[ 3  4 10 13 13];79
[24 41 37 38 40];[14 15 11 16  7];61
[27  8 34  5 33];[11  2  4  2  6];96
[13 15 45 22 25];[ 9 12  6  7  6];45
[30 15  3 45 40];[ 8  9  4  1 11];80
[18 16 37  3 26];[ 4 13  9  7 15];51
[41 28 11 14 20];[19  7 11  8 12];99
[19  5 45 41 31];[19 19  4 14 17];60
